time,datetime,LST_Day_1km_celsius
1536278400000,2018-09-07,23.710000000000036
1536537600000,2018-09-10,25.810000000000002
1536710400000,2018-09-12,29.07000000000005
1536796800000,2018-09-13,31.910000000000025
1536883200000,2018-09-14,33.77000000000004
1536969600000,2018-09-15,33.89000000000004
1537056000000,2018-09-16,33.59000000000003
1537142400000,2018-09-17,33.73000000000002
1537228800000,2018-09-18,34.31
1537315200000,2018-09-19,32.29000000000002
1537488000000,2018-09-21,26.610000000000014
1537574400000,2018-09-22,27.650000000000034
1537660800000,2018-09-23,31.210000000000036
1537920000000,2018-09-26,23.850000000000023
1538006400000,2018-09-27,26.450000000000045
1538524800000,2018-10-03,32.73000000000002
1538784000000,2018-10-06,18.870000000000005
1539216000000,2018-10-11,15.170000000000016
1539302400000,2018-10-12,13.690000000000055
1539388800000,2018-10-13,18.130000000000052
1539561600000,2018-10-15,10.490000000000009
1539648000000,2018-10-16,22.190000000000055
1539734400000,2018-10-17,22.99000000000001
1539820800000,2018-10-18,20.750000000000057
1539907200000,2018-10-19,20.350000000000023
1539993600000,2018-10-20,21.79000000000002
1540080000000,2018-10-21,23.870000000000005
1540252800000,2018-10-23,19.090000000000032
1540598400000,2018-10-27,23.79000000000002
1540684800000,2018-10-28,21.870000000000005
1541030400000,2018-11-01,14.390000000000043
1541462400000,2018-11-06,14.230000000000018
1541548800000,2018-11-07,6.990000000000009
1542153600000,2018-11-14,11.970000000000027
1542326400000,2018-11-16,11.810000000000002
1542585600000,2018-11-19,8.390000000000043
1542672000000,2018-11-20,9.79000000000002
1542758400000,2018-11-21,15.470000000000027
1542844800000,2018-11-22,10.690000000000055
1542931200000,2018-11-23,14.870000000000005
1543881600000,2018-12-04,-4.529999999999973
1544140800000,2018-12-07,-3.5499999999999545
1544313600000,2018-12-09,-2.069999999999993
1544400000000,2018-12-10,-2.5499999999999545
1544572800000,2018-12-12,-1.3699999999999477
1544659200000,2018-12-13,0.5500000000000114
1544745600000,2018-12-14,1.5900000000000318
1545264000000,2018-12-20,5.270000000000039
1545523200000,2018-12-23,3.8100000000000023
1545696000000,2018-12-25,-3.2299999999999613
1546041600000,2018-12-29,-12.169999999999959
1546128000000,2018-12-30,-1.4699999999999704
1546300800000,2019-01-01,-11.289999999999964
1546560000000,2019-01-04,2.2100000000000364
1546646400000,2019-01-05,2.6100000000000136
1547510400000,2019-01-15,5.57000000000005
1548288000000,2019-01-24,-3.269999999999982
1548979200000,2019-02-01,12.230000000000018
1549238400000,2019-02-04,-2.509999999999991
1549929600000,2019-02-12,1.8900000000000432
1550102400000,2019-02-14,3.0300000000000296
1550966400000,2019-02-24,-7.509999999999991
1551657600000,2019-03-04,-12.029999999999973
1551744000000,2019-03-05,-9.129999999999995
1552176000000,2019-03-10,2.230000000000018
1552262400000,2019-03-11,3.7900000000000205
1552608000000,2019-03-15,3.390000000000043
1552694400000,2019-03-16,10.690000000000055
1552780800000,2019-03-17,10.470000000000027
1553040000000,2019-03-20,15.250000000000057
1553126400000,2019-03-21,18.110000000000014
1553558400000,2019-03-26,19.950000000000045
1553644800000,2019-03-27,19.77000000000004
1553990400000,2019-03-31,15.630000000000052
1554076800000,2019-04-01,22.29000000000002
1554163200000,2019-04-02,21.890000000000043
1554422400000,2019-04-05,20.99000000000001
1554595200000,2019-04-07,28.03000000000003
1554681600000,2019-04-08,30.650000000000034
1555200000000,2019-04-14,20.130000000000052
1555372800000,2019-04-16,27.310000000000002
1555459200000,2019-04-17,19.33000000000004
1555632000000,2019-04-19,28.090000000000032
1555718400000,2019-04-20,34.170000000000016
1555804800000,2019-04-21,32.49000000000001
1555977600000,2019-04-23,31.79000000000002
1556064000000,2019-04-24,33.35000000000002
1556236800000,2019-04-26,26.090000000000032
1556755200000,2019-05-02,26.870000000000005
1556841600000,2019-05-03,24.07000000000005
1556928000000,2019-05-04,29.230000000000018
1557014400000,2019-05-05,32.110000000000014
1557619200000,2019-05-12,27.55000000000001
1557705600000,2019-05-13,31.230000000000018
1557792000000,2019-05-14,36.89000000000004
1557964800000,2019-05-16,40.43000000000001
1558051200000,2019-05-17,29.03000000000003
1558137600000,2019-05-18,32.370000000000005
1558656000000,2019-05-24,23.810000000000002
1558742400000,2019-05-25,30.07000000000005
1559174400000,2019-05-30,28.710000000000036
1559260800000,2019-05-31,24.83000000000004
1559347200000,2019-06-01,29.810000000000002
1559433600000,2019-06-02,27.190000000000055
1559520000000,2019-06-03,31.430000000000007
1559606400000,2019-06-04,31.510000000000048
1559692800000,2019-06-05,29.230000000000018
1559779200000,2019-06-06,26.730000000000018
1559865600000,2019-06-07,31.310000000000002
1559952000000,2019-06-08,27.750000000000057
1560124800000,2019-06-10,31.33000000000004
1560297600000,2019-06-12,23.970000000000027
1560384000000,2019-06-13,27.57000000000005
1560556800000,2019-06-15,30.810000000000002
1560988800000,2019-06-20,29.53000000000003
1561075200000,2019-06-21,28.33000000000004
1561334400000,2019-06-24,31.430000000000007
1561420800000,2019-06-25,28.310000000000002
1561507200000,2019-06-26,31.53000000000003
1561593600000,2019-06-27,32.09000000000003
1561680000000,2019-06-28,36.650000000000034
1561766400000,2019-06-29,35.610000000000014
1561852800000,2019-06-30,35.59000000000003
1562112000000,2019-07-03,30.730000000000018
1562284800000,2019-07-05,29.170000000000016
1562371200000,2019-07-06,24.610000000000014
1562630400000,2019-07-09,29.83000000000004
1562716800000,2019-07-10,29.190000000000055
1562803200000,2019-07-11,26.83000000000004
1562976000000,2019-07-13,31.510000000000048
1563062400000,2019-07-14,33.33000000000004
1563148800000,2019-07-15,34.75000000000006
1563235200000,2019-07-16,31.650000000000034
1563321600000,2019-07-17,34.93000000000001
1563408000000,2019-07-18,33.650000000000034
1563494400000,2019-07-19,38.170000000000016
1563580800000,2019-07-20,27.110000000000014
1563753600000,2019-07-22,27.430000000000007
1563840000000,2019-07-23,28.590000000000032
1563926400000,2019-07-24,29.670000000000016
1564099200000,2019-07-26,35.07000000000005
1564185600000,2019-07-27,25.590000000000032
1564358400000,2019-07-29,30.55000000000001
1564444800000,2019-07-30,30.99000000000001
1564876800000,2019-08-04,35.49000000000001
1565049600000,2019-08-06,33.43000000000001
1565395200000,2019-08-10,31.630000000000052
1565654400000,2019-08-13,31.150000000000034
1565740800000,2019-08-14,26.730000000000018
1565827200000,2019-08-15,25.83000000000004
1565913600000,2019-08-16,30.07000000000005
1566000000000,2019-08-17,29.29000000000002
1566259200000,2019-08-20,34.650000000000034
1566950400000,2019-08-28,24.730000000000018
1567036800000,2019-08-29,32.910000000000025
1567209600000,2019-08-31,26.310000000000002
1567296000000,2019-09-01,29.410000000000025
1567382400000,2019-09-02,31.450000000000045
1567468800000,2019-09-03,30.650000000000034
1567555200000,2019-09-04,25.03000000000003
1567641600000,2019-09-05,35.51000000000005
1568073600000,2019-09-10,31.250000000000057
1568160000000,2019-09-11,29.690000000000055
1568246400000,2019-09-12,25.810000000000002
1568332800000,2019-09-13,26.27000000000004
1568419200000,2019-09-14,33.450000000000045
1568505600000,2019-09-15,32.33000000000004
1569024000000,2019-09-21,31.890000000000043
1569110400000,2019-09-22,23.150000000000034
1569196800000,2019-09-23,27.430000000000007
1569283200000,2019-09-24,31.130000000000052
1569369600000,2019-09-25,22.190000000000055
1569542400000,2019-09-27,25.05000000000001
1569715200000,2019-09-29,27.33000000000004
1569801600000,2019-09-30,34.57000000000005
1570060800000,2019-10-03,21.57000000000005
1570233600000,2019-10-05,20.650000000000034
1570406400000,2019-10-07,23.670000000000016
1570492800000,2019-10-08,23.970000000000027
1570579200000,2019-10-09,24.79000000000002
1570838400000,2019-10-12,19.83000000000004
1570924800000,2019-10-13,22.07000000000005
1571011200000,2019-10-14,24.55000000000001
1571097600000,2019-10-15,16.850000000000023
1571184000000,2019-10-16,18.810000000000002
1571356800000,2019-10-18,26.470000000000027
1571443200000,2019-10-19,24.470000000000027
1571788800000,2019-10-23,20.710000000000036
1571875200000,2019-10-24,13.670000000000016
1571961600000,2019-10-25,19.27000000000004
1572048000000,2019-10-26,22.670000000000016
1572566400000,2019-11-01,10.57000000000005
1572652800000,2019-11-02,12.470000000000027
1572739200000,2019-11-03,18.150000000000034
1573171200000,2019-11-08,11.310000000000002
1573257600000,2019-11-09,20.55000000000001
1573603200000,2019-11-13,12.850000000000023
1573776000000,2019-11-15,13.130000000000052
1573948800000,2019-11-17,16.77000000000004
1574035200000,2019-11-18,19.350000000000023
1574121600000,2019-11-19,17.03000000000003
1574467200000,2019-11-23,9.770000000000039
1574553600000,2019-11-24,14.950000000000045
1574640000000,2019-11-25,12.670000000000016
1575590400000,2019-12-06,5.590000000000032
1575676800000,2019-12-07,4.07000000000005
1575849600000,2019-12-09,-3.75
1575936000000,2019-12-10,-0.12999999999999545
1576022400000,2019-12-11,-2.6299999999999955
1576627200000,2019-12-18,2.3100000000000023
1576800000000,2019-12-20,9.430000000000007
1576886400000,2019-12-21,6.130000000000052
1577318400000,2019-12-26,5.670000000000016
1577664000000,2019-12-30,-4.229999999999961
1577750400000,2019-12-31,-4.889999999999986
1577836800000,2020-01-01,-2.2299999999999613
1577923200000,2020-01-02,1.1300000000000523
1578096000000,2020-01-04,1.3500000000000227
1578355200000,2020-01-07,6.03000000000003
1579305600000,2020-01-18,-1.1099999999999568
1579910400000,2020-01-25,3.910000000000025
1580342400000,2020-01-30,7.650000000000034
1580428800000,2020-01-31,5.690000000000055
1580601600000,2020-02-02,17.05000000000001
1581120000000,2020-02-08,8.430000000000007
1581292800000,2020-02-10,0.5900000000000318
1581379200000,2020-02-11,5.250000000000057
1581552000000,2020-02-13,-2.3099999999999454
1581638400000,2020-02-14,3.3700000000000045
1581724800000,2020-02-15,13.490000000000009
1581811200000,2020-02-16,3.1100000000000136
1581984000000,2020-02-18,-1.1499999999999773
1582156800000,2020-02-20,0.3900000000000432
1582243200000,2020-02-21,8.170000000000016
1582329600000,2020-02-22,11.830000000000041
1582675200000,2020-02-26,-2.349999999999966
1582848000000,2020-02-28,3.6900000000000546
1582934400000,2020-02-29,6.330000000000041
1583020800000,2020-03-01,12.210000000000036
1583107200000,2020-03-02,8.910000000000025
1583193600000,2020-03-03,16.99000000000001
1583280000000,2020-03-04,16.890000000000043
1583366400000,2020-03-05,14.630000000000052
1583452800000,2020-03-06,14.57000000000005
1583625600000,2020-03-08,20.370000000000005
1583798400000,2020-03-10,15.150000000000034
1583884800000,2020-03-11,22.55000000000001
1584662400000,2020-03-20,-3.92999999999995
1584835200000,2020-03-22,6.990000000000009
1585008000000,2020-03-24,26.370000000000005
1585094400000,2020-03-25,24.870000000000005
1585440000000,2020-03-29,21.83000000000004
1585612800000,2020-03-31,20.77000000000004
1585872000000,2020-04-03,9.57000000000005
1585958400000,2020-04-04,17.77000000000004
1586044800000,2020-04-05,17.610000000000014
1586217600000,2020-04-07,31.810000000000002
1586304000000,2020-04-08,24.79000000000002
1586476800000,2020-04-10,19.970000000000027
1586563200000,2020-04-11,29.910000000000025
1587081600000,2020-04-17,13.150000000000034
1587168000000,2020-04-18,25.210000000000036
1587254400000,2020-04-19,28.57000000000005
1587340800000,2020-04-20,26.210000000000036
1587427200000,2020-04-21,31.730000000000018
1587600000000,2020-04-23,21.29000000000002
1587772800000,2020-04-25,25.150000000000034
1587859200000,2020-04-26,27.350000000000023
1587945600000,2020-04-27,38.93000000000001
1588032000000,2020-04-28,31.310000000000002
1588118400000,2020-04-29,28.77000000000004
1588204800000,2020-04-30,25.970000000000027
1588291200000,2020-05-01,36.81
1588464000000,2020-05-03,31.370000000000005
1588636800000,2020-05-05,24.950000000000045
1588723200000,2020-05-06,27.450000000000045
1588896000000,2020-05-08,23.83000000000004
1589068800000,2020-05-10,21.510000000000048
1589414400000,2020-05-14,32.670000000000016
1589760000000,2020-05-18,28.55000000000001
1589846400000,2020-05-19,28.690000000000055
1589932800000,2020-05-20,29.650000000000034
1590192000000,2020-05-23,26.57000000000005
1590451200000,2020-05-26,24.810000000000002
1590624000000,2020-05-28,26.970000000000027
1590710400000,2020-05-29,32.97000000000003
1590796800000,2020-05-30,29.870000000000005
1590969600000,2020-06-01,37.910000000000025
1591056000000,2020-06-02,36.35000000000002
1591142400000,2020-06-03,31.590000000000032
1591228800000,2020-06-04,33.31
1591315200000,2020-06-05,36.610000000000014
1591488000000,2020-06-07,32.59000000000003
1591574400000,2020-06-08,31.610000000000014
1591747200000,2020-06-10,27.33000000000004
1591833600000,2020-06-11,30.690000000000055
1591920000000,2020-06-12,39.23000000000002
1592006400000,2020-06-13,33.870000000000005
1592265600000,2020-06-16,34.670000000000016
1592352000000,2020-06-17,36.370000000000005
1592611200000,2020-06-20,29.950000000000045
1592784000000,2020-06-22,28.890000000000043
1592870400000,2020-06-23,31.350000000000023
1592956800000,2020-06-24,33.950000000000045
1593043200000,2020-06-25,33.73000000000002
1593129600000,2020-06-26,37.55000000000001
1593216000000,2020-06-27,32.39000000000004
1593302400000,2020-06-28,38.93000000000001
1593388800000,2020-06-29,32.75000000000006
1593475200000,2020-06-30,38.59000000000003
1593561600000,2020-07-01,38.25000000000006
1593734400000,2020-07-03,35.610000000000014
1593820800000,2020-07-04,32.79000000000002
1593993600000,2020-07-06,28.310000000000002
1594080000000,2020-07-07,38.03000000000003
1594166400000,2020-07-08,37.57000000000005
1594252800000,2020-07-09,33.43000000000001
1594339200000,2020-07-10,28.77000000000004
1594425600000,2020-07-11,31.890000000000043
1594512000000,2020-07-12,24.630000000000052
1594598400000,2020-07-13,32.610000000000014
1594771200000,2020-07-15,28.49000000000001
1594857600000,2020-07-16,34.410000000000025
1594944000000,2020-07-17,36.39000000000004
1595030400000,2020-07-18,39.210000000000036
1595116800000,2020-07-19,36.29000000000002
1595289600000,2020-07-21,33.43000000000001
1595376000000,2020-07-22,29.190000000000055
1595548800000,2020-07-24,30.55000000000001
1595635200000,2020-07-25,35.79000000000002
1595808000000,2020-07-27,26.33000000000004
1596153600000,2020-07-31,29.630000000000052
1596326400000,2020-08-02,28.450000000000045
1596412800000,2020-08-03,29.410000000000025
1596585600000,2020-08-05,29.230000000000018
1596672000000,2020-08-06,32.59000000000003
1596758400000,2020-08-07,32.13000000000005
1596844800000,2020-08-08,37.63000000000005
1596931200000,2020-08-09,36.47000000000003
1597017600000,2020-08-10,29.930000000000007
1597104000000,2020-08-11,35.450000000000045
1597276800000,2020-08-13,25.670000000000016
1597363200000,2020-08-14,30.310000000000002
1597449600000,2020-08-15,35.450000000000045
1597536000000,2020-08-16,34.650000000000034
1597622400000,2020-08-17,38.690000000000055
1597708800000,2020-08-18,31.03000000000003
1597795200000,2020-08-19,32.89000000000004
1597881600000,2020-08-20,37.57000000000005
1597968000000,2020-08-21,34.83000000000004
1598054400000,2020-08-22,40.190000000000055
1598140800000,2020-08-23,37.650000000000034
1598227200000,2020-08-24,39.57000000000005
1598313600000,2020-08-25,37.910000000000025
1598400000000,2020-08-26,36.210000000000036
1598486400000,2020-08-27,41.450000000000045
1598572800000,2020-08-28,34.190000000000055
1598659200000,2020-08-29,36.13000000000005
1598745600000,2020-08-30,27.390000000000043
1598832000000,2020-08-31,33.150000000000034
1599004800000,2020-09-02,39.710000000000036
1599091200000,2020-09-03,30.250000000000057
1599177600000,2020-09-04,35.27000000000004
1599264000000,2020-09-05,39.97000000000003
1599350400000,2020-09-06,32.27000000000004
1599436800000,2020-09-07,28.390000000000043
1599868800000,2020-09-12,27.230000000000018
1599955200000,2020-09-13,33.410000000000025
1600041600000,2020-09-14,31.910000000000025
1600128000000,2020-09-15,25.77000000000004
1600214400000,2020-09-16,27.370000000000005
1600300800000,2020-09-17,26.57000000000005
1600387200000,2020-09-18,28.010000000000048
1600473600000,2020-09-19,25.930000000000007
1600560000000,2020-09-20,30.090000000000032
1600732800000,2020-09-22,30.730000000000018
1600819200000,2020-09-23,33.870000000000005
1600905600000,2020-09-24,34.57000000000005
1600992000000,2020-09-25,34.690000000000055
1601251200000,2020-09-28,24.750000000000057
1601337600000,2020-09-29,27.430000000000007
1601424000000,2020-09-30,27.190000000000055
1601510400000,2020-10-01,21.250000000000057
1601596800000,2020-10-02,22.150000000000034
1601683200000,2020-10-03,23.07000000000005
1601769600000,2020-10-04,26.77000000000004
1601856000000,2020-10-05,34.59000000000003
1601942400000,2020-10-06,29.53000000000003
1602028800000,2020-10-07,33.410000000000025
1602115200000,2020-10-08,26.610000000000014
1602201600000,2020-10-09,35.27000000000004
1602288000000,2020-10-10,31.250000000000057
1602374400000,2020-10-11,31.010000000000048
1602460800000,2020-10-12,26.470000000000027
1602547200000,2020-10-13,25.49000000000001
1602633600000,2020-10-14,25.470000000000027
1602806400000,2020-10-16,21.930000000000007
1602892800000,2020-10-17,23.57000000000005
1604016000000,2020-10-30,25.090000000000032
1604188800000,2020-11-01,16.730000000000018
1604275200000,2020-11-02,24.150000000000034
1604361600000,2020-11-03,29.150000000000034
1604448000000,2020-11-04,22.250000000000057
1604534400000,2020-11-05,28.190000000000055
1604620800000,2020-11-06,27.710000000000036
1604707200000,2020-11-07,23.390000000000043
1604793600000,2020-11-08,21.99000000000001
1605398400000,2020-11-15,13.730000000000018
1605484800000,2020-11-16,15.910000000000025
1605571200000,2020-11-17,15.470000000000027
1605657600000,2020-11-18,6.830000000000041
1605744000000,2020-11-19,24.470000000000027
1605830400000,2020-11-20,16.510000000000048
1606003200000,2020-11-22,13.390000000000043
1606262400000,2020-11-25,11.53000000000003
1606348800000,2020-11-26,11.550000000000011
1606435200000,2020-11-27,12.170000000000016
1606521600000,2020-11-28,14.090000000000032
1606608000000,2020-11-29,5.550000000000011
1606694400000,2020-11-30,7.730000000000018
1606953600000,2020-12-03,9.750000000000057
1607040000000,2020-12-04,12.950000000000045
1607126400000,2020-12-05,13.850000000000023
1607212800000,2020-12-06,13.53000000000003
1607299200000,2020-12-07,14.350000000000023
1607385600000,2020-12-08,14.150000000000034
1607472000000,2020-12-09,18.170000000000016
1608336000000,2020-12-19,1.07000000000005
1608854400000,2020-12-25,6.930000000000007
1609113600000,2020-12-28,4.990000000000009
1609286400000,2020-12-30,-2.9499999999999886
1609372800000,2020-12-31,-5.089999999999975
1609459200000,2021-01-01,-0.42999999999995
1609545600000,2021-01-02,0.8300000000000409
1609718400000,2021-01-04,6.330000000000041
1610323200000,2021-01-11,4.810000000000002
1610409600000,2021-01-12,5.710000000000036
1610496000000,2021-01-13,10.230000000000018
1610582400000,2021-01-14,3.8100000000000023
1610841600000,2021-01-17,7.2900000000000205
1611014400000,2021-01-19,-1.169999999999959
1611100800000,2021-01-20,11.930000000000007
1611273600000,2021-01-22,2.7700000000000387
1612051200000,2021-01-31,0.9700000000000273
1612310400000,2021-02-03,7.850000000000023
1612396800000,2021-02-04,-3.509999999999991
1613779200000,2021-02-20,0.1300000000000523
1613865600000,2021-02-21,0.8100000000000023
1613952000000,2021-02-22,1.910000000000025
1614124800000,2021-02-24,9.890000000000043
1614384000000,2021-02-27,11.770000000000039
1614470400000,2021-02-28,5.770000000000039
1614556800000,2021-03-01,14.29000000000002
1614643200000,2021-03-02,17.730000000000018
1614729600000,2021-03-03,19.950000000000045
1614816000000,2021-03-04,22.410000000000025
1614902400000,2021-03-05,23.190000000000055
1614988800000,2021-03-06,23.650000000000034
1615075200000,2021-03-07,24.590000000000032
1615248000000,2021-03-09,22.29000000000002
1615420800000,2021-03-11,21.55000000000001
1615852800000,2021-03-16,10.750000000000057
1616112000000,2021-03-19,16.33000000000004
1616284800000,2021-03-21,19.010000000000048
1616803200000,2021-03-27,16.930000000000007
1616889600000,2021-03-28,22.870000000000005
1616976000000,2021-03-29,29.430000000000007
1617148800000,2021-03-31,17.950000000000045
1617235200000,2021-04-01,21.670000000000016
1617321600000,2021-04-02,25.090000000000032
1617408000000,2021-04-03,31.590000000000032
1617494400000,2021-04-04,31.55000000000001
1617580800000,2021-04-05,35.170000000000016
1617667200000,2021-04-06,29.890000000000043
1617840000000,2021-04-08,27.170000000000016
1618012800000,2021-04-10,27.03000000000003
1618099200000,2021-04-11,19.57000000000005
1618185600000,2021-04-12,26.370000000000005
1618272000000,2021-04-13,19.950000000000045
1618963200000,2021-04-21,20.450000000000045
1619049600000,2021-04-22,11.770000000000039
1619222400000,2021-04-24,26.950000000000045
1619308800000,2021-04-25,26.05000000000001
1619395200000,2021-04-26,39.43000000000001
1619654400000,2021-04-29,26.49000000000001
1619740800000,2021-04-30,35.59000000000003
1619827200000,2021-05-01,35.370000000000005
1620086400000,2021-05-04,26.390000000000043
1620172800000,2021-05-05,27.730000000000018
1620259200000,2021-05-06,25.07000000000005
1620345600000,2021-05-07,32.370000000000005
1620864000000,2021-05-13,24.630000000000052
1621900800000,2021-05-25,29.27000000000004
1622073600000,2021-05-27,20.670000000000016
1622419200000,2021-05-31,26.110000000000014
1622505600000,2021-06-01,27.390000000000043
1622592000000,2021-06-02,31.010000000000048
1622764800000,2021-06-04,36.09000000000003
1622851200000,2021-06-05,32.01000000000005
1622937600000,2021-06-06,34.93000000000001
1623024000000,2021-06-07,29.29000000000002
1623369600000,2021-06-11,33.13000000000005
1623456000000,2021-06-12,32.610000000000014
1623542400000,2021-06-13,38.29000000000002
1623628800000,2021-06-14,32.370000000000005
1623801600000,2021-06-16,38.09000000000003
1623888000000,2021-06-17,40.81
1623974400000,2021-06-18,30.750000000000057
1624147200000,2021-06-20,33.410000000000025
1624320000000,2021-06-22,37.31
1624406400000,2021-06-23,32.09000000000003
1624838400000,2021-06-28,31.79000000000002
1624924800000,2021-06-29,32.79000000000002
1625097600000,2021-07-01,35.150000000000034
1625184000000,2021-07-02,29.810000000000002
1625270400000,2021-07-03,33.77000000000004
1625356800000,2021-07-04,39.370000000000005
1625443200000,2021-07-05,36.81
1625702400000,2021-07-08,39.25000000000006
1625788800000,2021-07-09,35.170000000000016
1625875200000,2021-07-10,30.110000000000014
1625961600000,2021-07-11,25.890000000000043
1626048000000,2021-07-12,37.47000000000003
1626480000000,2021-07-17,32.450000000000045
1626566400000,2021-07-18,30.27000000000004
1626652800000,2021-07-19,26.610000000000014
1626739200000,2021-07-20,28.03000000000003
1626825600000,2021-07-21,31.03000000000003
1626912000000,2021-07-22,35.950000000000045
1626998400000,2021-07-23,33.77000000000004
1627257600000,2021-07-26,36.75000000000006
1627344000000,2021-07-27,36.870000000000005
1627430400000,2021-07-28,38.39000000000004
1627516800000,2021-07-29,39.690000000000055
1627776000000,2021-08-01,31.970000000000027
1627948800000,2021-08-03,33.05000000000001
1628121600000,2021-08-05,34.450000000000045
1628208000000,2021-08-06,34.93000000000001
1628294400000,2021-08-07,25.810000000000002
1628380800000,2021-08-08,34.33000000000004
1628467200000,2021-08-09,40.77000000000004
1628553600000,2021-08-10,30.170000000000016
1628640000000,2021-08-11,39.170000000000016
1628899200000,2021-08-14,28.79000000000002
